Time,Label,Data
1.698239,"/swerve/steer_enc",6.171993
1.718224,"/swerve/setpoint",0.000000
1.718327,"/swerve/output",0.000000
1.718367,"/swerve/steer_enc",6.168441
1.738197,"/swerve/setpoint",0.000000
1.738298,"/swerve/output",0.000000
1.738338,"/swerve/steer_enc",6.081562
1.758252,"/swerve/setpoint",0.000000
1.758353,"/swerve/output",0.000000
1.758391,"/swerve/steer_enc",6.079812
1.778128,"/swerve/setpoint",0.000000
1.778228,"/swerve/output",0.000000
1.778268,"/swerve/steer_enc",6.079812
1.798088,"/swerve/setpoint",0.000000
1.798194,"/swerve/output",0.000000
1.798238,"/swerve/steer_enc",6.166667
1.818081,"/swerve/setpoint",0.000000
1.818182,"/swerve/output",0.000000
1.818221,"/swerve/steer_enc",6.079812
1.838360,"/swerve/setpoint",0.000000
1.838466,"/swerve/output",0.000000
1.838505,"/swerve/steer_enc",6.166667
1.858091,"/swerve/setpoint",0.000000
1.858193,"/swerve/output",0.000000
1.858232,"/swerve/steer_enc",6.085064
1.878088,"/swerve/setpoint",0.000000
1.878190,"/swerve/output",0.000000
1.878229,"/swerve/steer_enc",6.085064
1.898123,"/swerve/setpoint",0.000000
1.898223,"/swerve/output",0.000000
1.898262,"/swerve/steer_enc",6.078064
1.918231,"/swerve/setpoint",0.000000
1.918333,"/swerve/output",0.000000
1.918372,"/swerve/steer_enc",6.081562
1.938150,"/swerve/setpoint",0.000000
1.938254,"/swerve/output",0.000000
1.938294,"/swerve/steer_enc",6.078064
1.958337,"/swerve/setpoint",0.000000
1.958440,"/swerve/output",0.000000
1.958480,"/swerve/steer_enc",6.078064
1.978074,"/swerve/setpoint",0.000000
1.978177,"/swerve/output",0.000000
1.978219,"/swerve/steer_enc",6.171993
1.998064,"/swerve/setpoint",0.000000
1.998164,"/swerve/output",0.000000
1.998204,"/swerve/steer_enc",6.083312
2.018101,"/swerve/setpoint",0.000000
2.018201,"/swerve/output",0.000000
2.018240,"/swerve/steer_enc",6.079812
2.038196,"/swerve/setpoint",0.000000
2.038298,"/swerve/output",0.000000
2.038337,"/swerve/steer_enc",5.994682
2.058192,"/swerve/setpoint",0.000000
2.058293,"/swerve/output",0.000000
2.058333,"/swerve/steer_enc",6.079812
2.078243,"/swerve/setpoint",0.000000
2.078344,"/swerve/output",0.000000
2.078383,"/swerve/steer_enc",6.081562
2.098152,"/swerve/setpoint",0.000000
2.098303,"/swerve/output",0.000000
2.098344,"/swerve/steer_enc",6.083312
2.118073,"/swerve/setpoint",0.000000
2.118231,"/swerve/output",0.000000
2.118278,"/swerve/steer_enc",6.168441
2.138074,"/swerve/setpoint",0.000000
2.138175,"/swerve/output",0.000000
2.138215,"/swerve/steer_enc",6.166667
2.158157,"/swerve/setpoint",0.000000
2.158258,"/swerve/output",0.000000
2.158354,"/swerve/steer_enc",6.081562
2.178246,"/swerve/setpoint",0.000000
2.178346,"/swerve/output",0.000000
2.178385,"/swerve/steer_enc",6.083312
2.198416,"/swerve/setpoint",0.000000
2.198517,"/swerve/output",0.000000
2.198557,"/swerve/steer_enc",6.255321
2.218108,"/swerve/setpoint",0.000000
2.218210,"/swerve/output",0.000000
2.218248,"/swerve/steer_enc",6.081562
2.238205,"/swerve/setpoint",0.000000
2.238305,"/swerve/output",0.000000
2.238347,"/swerve/steer_enc",6.081562
2.258156,"/swerve/setpoint",0.000000
2.258259,"/swerve/output",0.000000
2.258301,"/swerve/steer_enc",6.083312
2.278133,"/swerve/setpoint",0.000000
2.278231,"/swerve/output",0.000000
2.278271,"/swerve/steer_enc",6.083312
2.298460,"/swerve/setpoint",0.000000
2.298597,"/swerve/output",0.000000
2.298678,"/swerve/steer_enc",6.168441
2.318170,"/swerve/setpoint",0.000000
2.318275,"/swerve/output",0.000000
2.318314,"/swerve/steer_enc",5.996408
2.338077,"/swerve/setpoint",0.000000
2.338177,"/swerve/output",0.000000
2.338217,"/swerve/steer_enc",6.168441
2.358346,"/swerve/setpoint",0.000000
2.358489,"/swerve/output",0.000000
2.358534,"/swerve/steer_enc",6.083312
2.378106,"/swerve/setpoint",0.000000
2.378211,"/swerve/output",0.000000
2.378303,"/swerve/steer_enc",6.166667
2.398080,"/swerve/setpoint",0.000000
2.398232,"/swerve/output",0.000000
2.398279,"/swerve/steer_enc",6.168441
2.418136,"/swerve/setpoint",0.000000
2.418236,"/swerve/output",0.000000
2.418276,"/swerve/steer_enc",6.081562
2.438128,"/swerve/setpoint",0.000000
2.438229,"/swerve/output",0.000000
2.438268,"/swerve/steer_enc",6.168441
2.458303,"/swerve/setpoint",0.000000
2.458407,"/swerve/output",0.000000
2.458446,"/swerve/steer_enc",6.083312
2.478222,"/swerve/setpoint",0.000000
2.478330,"/swerve/output",0.000000
2.478372,"/swerve/steer_enc",6.083312
2.498141,"/swerve/setpoint",0.000000
2.498294,"/swerve/output",0.000000
2.498486,"/swerve/steer_enc",6.079812
2.518122,"/swerve/setpoint",0.000000
2.518225,"/swerve/output",0.000000
2.518264,"/swerve/steer_enc",6.079812
2.538103,"/swerve/setpoint",0.000000
2.538206,"/swerve/output",0.000000
2.538246,"/swerve/steer_enc",6.168441
2.558276,"/swerve/setpoint",0.000000
2.558413,"/swerve/output",0.000000
2.558454,"/swerve/steer_enc",6.081562
2.578252,"/swerve/setpoint",0.000000
2.578358,"/swerve/output",0.000000
2.578440,"/swerve/steer_enc",6.079812
2.598109,"/swerve/setpoint",0.000000
2.598210,"/swerve/output",0.000000
2.598250,"/swerve/steer_enc",6.085064
2.618073,"/swerve/setpoint",0.000000
2.618172,"/swerve/output",0.000000
2.618213,"/swerve/steer_enc",6.085064
2.638173,"/swerve/setpoint",0.000000
2.638275,"/swerve/output",0.000000
2.638314,"/swerve/steer_enc",6.081562
2.658088,"/swerve/setpoint",0.000000
2.658189,"/swerve/output",0.000000
2.658229,"/swerve/steer_enc",6.081562
2.678128,"/swerve/setpoint",0.000000
2.678287,"/swerve/output",0.000000
2.678334,"/swerve/steer_enc",6.079812
2.698175,"/swerve/setpoint",0.000000
2.698276,"/swerve/output",0.000000
2.698315,"/swerve/steer_enc",6.166667
2.718052,"/swerve/setpoint",0.000000
2.718151,"/swerve/output",0.000000
2.718190,"/swerve/steer_enc",6.081562
2.738050,"/swerve/setpoint",0.000000
2.738156,"/swerve/output",0.000000
2.738194,"/swerve/steer_enc",6.168441
2.758071,"/swerve/setpoint",0.000000
2.758182,"/swerve/output",0.000000
2.758228,"/swerve/steer_enc",6.085064
2.778223,"/swerve/setpoint",0.000000
2.778325,"/swerve/output",0.000000
2.778363,"/swerve/steer_enc",6.168441
